nameOfIssuer,nameOfIssuer_link,cusip,value,fund_name
WHITEHORSE FIN INC,"<a href=""http://www.google.com/search?q=stock price WHITEHORSE FIN INC"" 
        target=""_blank"">WHITEHORSE FIN INC</a>",96524V106,60270,['CITADEL ADVISORS LLC']
PHIBRO ANIMAL HEALTH CORP,"<a href=""http://www.google.com/search?q=stock price PHIBRO ANIMAL HEALTH CORP"" 
        target=""_blank"">PHIBRO ANIMAL HEALTH CORP</a>",71742Q106,60216,['CITADEL ADVISORS LLC']
ISHARES INC,"<a href=""http://www.google.com/search?q=stock price ISHARES INC"" 
        target=""_blank"">ISHARES INC</a>",464286525,60210,['CITADEL ADVISORS LLC']
GOLDMAN SACHS BDC INC,"<a href=""http://www.google.com/search?q=stock price GOLDMAN SACHS BDC INC"" 
        target=""_blank"">GOLDMAN SACHS BDC INC</a>",38147U107,60065,['CITADEL ADVISORS LLC']
STEELCASE INC,"<a href=""http://www.google.com/search?q=stock price STEELCASE INC"" 
        target=""_blank"">STEELCASE INC</a>",858155203,59488,['CITADEL ADVISORS LLC']
AGILYSYS INC,"<a href=""http://www.google.com/search?q=stock price AGILYSYS INC"" 
        target=""_blank"">AGILYSYS INC</a>",00847J105,59374,['CITADEL ADVISORS LLC']
EVE HLDG INC,"<a href=""http://www.google.com/search?q=stock price EVE HLDG INC"" 
        target=""_blank"">EVE HLDG INC</a>",29970N104,59292,['CITADEL ADVISORS LLC']
THRYV HLDGS INC,"<a href=""http://www.google.com/search?q=stock price THRYV HLDGS INC"" 
        target=""_blank"">THRYV HLDGS INC</a>",886029206,59015,['CITADEL ADVISORS LLC']
ALEXANDER & BALDWIN INC NEW,"<a href=""http://www.google.com/search?q=stock price ALEXANDER & BALDWIN INC NEW"" 
        target=""_blank"">ALEXANDER & BALDWIN INC NEW</a>",014491104,58962,['CITADEL ADVISORS LLC']
BANNER CORP,"<a href=""http://www.google.com/search?q=stock price BANNER CORP"" 
        target=""_blank"">BANNER CORP</a>",06652V208,58916,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",46432F339,58856,['CITADEL ADVISORS LLC']
PARKE BANCORP INC,"<a href=""http://www.google.com/search?q=stock price PARKE BANCORP INC"" 
        target=""_blank"">PARKE BANCORP INC</a>",700885106,58725,['CITADEL ADVISORS LLC']
MAXIMUS INC,"<a href=""http://www.google.com/search?q=stock price MAXIMUS INC"" 
        target=""_blank"">MAXIMUS INC</a>",577933104,58702,['CITADEL ADVISORS LLC']
BLADE AIR MOBILITY INC,"<a href=""http://www.google.com/search?q=stock price BLADE AIR MOBILITY INC"" 
        target=""_blank"">BLADE AIR MOBILITY INC</a>",092667104,58598,['CITADEL ADVISORS LLC']
PREFERRED BK LOS ANGELES CA,"<a href=""http://www.google.com/search?q=stock price PREFERRED BK LOS ANGELES CA"" 
        target=""_blank"">PREFERRED BK LOS ANGELES CA</a>",740367404,58440,['CITADEL ADVISORS LLC']
OUTSET MED INC,"<a href=""http://www.google.com/search?q=stock price OUTSET MED INC"" 
        target=""_blank"">OUTSET MED INC</a>",690145107,58428,['CITADEL ADVISORS LLC']
ENEL CHILE S.A.,"<a href=""http://www.google.com/search?q=stock price ENEL CHILE S.A."" 
        target=""_blank"">ENEL CHILE S.A.</a>",29278D105,58320,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",464287473,58145,['CITADEL ADVISORS LLC']
VANGUARD INDEX FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD INDEX FDS"" 
        target=""_blank"">VANGUARD INDEX FDS</a>",922908512,58004,['CITADEL ADVISORS LLC']
JANUS INTERNATIONAL GROUP IN,"<a href=""http://www.google.com/search?q=stock price JANUS INTERNATIONAL GROUP IN"" 
        target=""_blank"">JANUS INTERNATIONAL GROUP IN</a>",47103N106,57420,['CITADEL ADVISORS LLC']
EAGLE BANCORP INC MD,"<a href=""http://www.google.com/search?q=stock price EAGLE BANCORP INC MD"" 
        target=""_blank"">EAGLE BANCORP INC MD</a>",268948106,57266,['CITADEL ADVISORS LLC']
BANK MARIN BANCORP,"<a href=""http://www.google.com/search?q=stock price BANK MARIN BANCORP"" 
        target=""_blank"">BANK MARIN BANCORP</a>",063425102,57252,['CITADEL ADVISORS LLC']
THESEUS PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price THESEUS PHARMACEUTICALS INC"" 
        target=""_blank"">THESEUS PHARMACEUTICALS INC</a>",88369M101,57105,['CITADEL ADVISORS LLC']
NEXPOINT REAL ESTATE FIN INC,"<a href=""http://www.google.com/search?q=stock price NEXPOINT REAL ESTATE FIN INC"" 
        target=""_blank"">NEXPOINT REAL ESTATE FIN INC</a>",65342V101,56700,['CITADEL ADVISORS LLC']
ADTRAN HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price ADTRAN HOLDINGS INC"" 
        target=""_blank"">ADTRAN HOLDINGS INC</a>",00486H105,56518,['CITADEL ADVISORS LLC']
PRIMORIS SVCS CORP,"<a href=""http://www.google.com/search?q=stock price PRIMORIS SVCS CORP"" 
        target=""_blank"">PRIMORIS SVCS CORP</a>",74164F103,56457,['CITADEL ADVISORS LLC']
ISHARES INC,"<a href=""http://www.google.com/search?q=stock price ISHARES INC"" 
        target=""_blank"">ISHARES INC</a>",464286640,56420,['CITADEL ADVISORS LLC']
SCHOLAR ROCK HLDG CORP,"<a href=""http://www.google.com/search?q=stock price SCHOLAR ROCK HLDG CORP"" 
        target=""_blank"">SCHOLAR ROCK HLDG CORP</a>",80706P103,56400,['CITADEL ADVISORS LLC']
BLEND LABS INC,"<a href=""http://www.google.com/search?q=stock price BLEND LABS INC"" 
        target=""_blank"">BLEND LABS INC</a>",09352U108,56355,['CITADEL ADVISORS LLC']
NICOLET BANKSHARES INC,"<a href=""http://www.google.com/search?q=stock price NICOLET BANKSHARES INC"" 
        target=""_blank"">NICOLET BANKSHARES INC</a>",65406E102,56336,['CITADEL ADVISORS LLC']
BIOCERES CROP SOLUTIONS CORP,"<a href=""http://www.google.com/search?q=stock price BIOCERES CROP SOLUTIONS CORP"" 
        target=""_blank"">BIOCERES CROP SOLUTIONS CORP</a>",G1117K114,56293,['CITADEL ADVISORS LLC']
EURONAV NV,"<a href=""http://www.google.com/search?q=stock price EURONAV NV"" 
        target=""_blank"">EURONAV NV</a>",B38564108,56288,['CITADEL ADVISORS LLC']
AMERICAN BATTERY TECHNOLOGY,"<a href=""http://www.google.com/search?q=stock price AMERICAN BATTERY TECHNOLOGY"" 
        target=""_blank"">AMERICAN BATTERY TECHNOLOGY</a>",02451V309,56280,['CITADEL ADVISORS LLC']
AMERICAN OUTDOOR BRANDS INC,"<a href=""http://www.google.com/search?q=stock price AMERICAN OUTDOOR BRANDS INC"" 
        target=""_blank"">AMERICAN OUTDOOR BRANDS INC</a>",02875D109,56280,['CITADEL ADVISORS LLC']
SKEENA RES LTD NEW,"<a href=""http://www.google.com/search?q=stock price SKEENA RES LTD NEW"" 
        target=""_blank"">SKEENA RES LTD NEW</a>",83056P715,56120,['CITADEL ADVISORS LLC']
HYSTER YALE MATLS HANDLING I,"<a href=""http://www.google.com/search?q=stock price HYSTER YALE MATLS HANDLING I"" 
        target=""_blank"">HYSTER YALE MATLS HANDLING I</a>",449172105,55971,['CITADEL ADVISORS LLC']
MITSUBISHI UFJ FINL GROUP IN,"<a href=""http://www.google.com/search?q=stock price MITSUBISHI UFJ FINL GROUP IN"" 
        target=""_blank"">MITSUBISHI UFJ FINL GROUP IN</a>",606822104,55965,['CITADEL ADVISORS LLC']
NORTHERN DYNASTY MINERALS LT,"<a href=""http://www.google.com/search?q=stock price NORTHERN DYNASTY MINERALS LT"" 
        target=""_blank"">NORTHERN DYNASTY MINERALS LT</a>",66510M204,55931,['CITADEL ADVISORS LLC']
CION INVT CORP,"<a href=""http://www.google.com/search?q=stock price CION INVT CORP"" 
        target=""_blank"">CION INVT CORP</a>",17259U204,55419,['CITADEL ADVISORS LLC']
CHECKPOINT THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price CHECKPOINT THERAPEUTICS INC"" 
        target=""_blank"">CHECKPOINT THERAPEUTICS INC</a>",162828206,55189,['CITADEL ADVISORS LLC']
MATTHEWS INTL CORP,"<a href=""http://www.google.com/search?q=stock price MATTHEWS INTL CORP"" 
        target=""_blank"">MATTHEWS INTL CORP</a>",577128101,54975,['CITADEL ADVISORS LLC']
PHILLIPS EDISON & CO INC,"<a href=""http://www.google.com/search?q=stock price PHILLIPS EDISON & CO INC"" 
        target=""_blank"">PHILLIPS EDISON & CO INC</a>",71844V201,54720,['CITADEL ADVISORS LLC']
AGORA INC,"<a href=""http://www.google.com/search?q=stock price AGORA INC"" 
        target=""_blank"">AGORA INC</a>",00851L103,54704,['CITADEL ADVISORS LLC']
NOW INC,"<a href=""http://www.google.com/search?q=stock price NOW INC"" 
        target=""_blank"">NOW INC</a>",67011P100,54336,['CITADEL ADVISORS LLC']
SILGAN HLDGS INC,"<a href=""http://www.google.com/search?q=stock price SILGAN HLDGS INC"" 
        target=""_blank"">SILGAN HLDGS INC</a>",827048109,54300,['CITADEL ADVISORS LLC']
FIRST COMWLTH FINL CORP PA,"<a href=""http://www.google.com/search?q=stock price FIRST COMWLTH FINL CORP PA"" 
        target=""_blank"">FIRST COMWLTH FINL CORP PA</a>",319829107,54040,['CITADEL ADVISORS LLC']
KRANESHARES TR,"<a href=""http://www.google.com/search?q=stock price KRANESHARES TR"" 
        target=""_blank"">KRANESHARES TR</a>",500767405,53846,['CITADEL ADVISORS LLC']
DEFINITIVE HEALTHCARE CORP,"<a href=""http://www.google.com/search?q=stock price DEFINITIVE HEALTHCARE CORP"" 
        target=""_blank"">DEFINITIVE HEALTHCARE CORP</a>",24477E103,53676,['CITADEL ADVISORS LLC']
DENALI THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price DENALI THERAPEUTICS INC"" 
        target=""_blank"">DENALI THERAPEUTICS INC</a>",24823R105,53650,['CITADEL ADVISORS LLC']
ARROW FINL CORP,"<a href=""http://www.google.com/search?q=stock price ARROW FINL CORP"" 
        target=""_blank"">ARROW FINL CORP</a>",042744102,53505,['CITADEL ADVISORS LLC']
FORTIS INC,"<a href=""http://www.google.com/search?q=stock price FORTIS INC"" 
        target=""_blank"">FORTIS INC</a>",349553107,53469,['CITADEL ADVISORS LLC']
GORMAN RUPP CO,"<a href=""http://www.google.com/search?q=stock price GORMAN RUPP CO"" 
        target=""_blank"">GORMAN RUPP CO</a>",383082104,53295,['CITADEL ADVISORS LLC']
RLI CORP,"<a href=""http://www.google.com/search?q=stock price RLI CORP"" 
        target=""_blank"">RLI CORP</a>",749607107,53248,['CITADEL ADVISORS LLC']
BLACKROCK TCP CAPITAL CORP,"<a href=""http://www.google.com/search?q=stock price BLACKROCK TCP CAPITAL CORP"" 
        target=""_blank"">BLACKROCK TCP CAPITAL CORP</a>",09259E108,53084,['CITADEL ADVISORS LLC']
ORION S.A.,"<a href=""http://www.google.com/search?q=stock price ORION S.A."" 
        target=""_blank"">ORION S.A.</a>",L72967109,52687,['CITADEL ADVISORS LLC']
LIBERTY LATIN AMERICA LTD,"<a href=""http://www.google.com/search?q=stock price LIBERTY LATIN AMERICA LTD"" 
        target=""_blank"">LIBERTY LATIN AMERICA LTD</a>",G9001E102,52632,['CITADEL ADVISORS LLC']
CHAMPIONS ONCOLOGY INC,"<a href=""http://www.google.com/search?q=stock price CHAMPIONS ONCOLOGY INC"" 
        target=""_blank"">CHAMPIONS ONCOLOGY INC</a>",15870P307,52477,['CITADEL ADVISORS LLC']
BRT APARTMENTS CORP,"<a href=""http://www.google.com/search?q=stock price BRT APARTMENTS CORP"" 
        target=""_blank"">BRT APARTMENTS CORP</a>",055645303,52052,['CITADEL ADVISORS LLC']
BLACKBAUD INC,"<a href=""http://www.google.com/search?q=stock price BLACKBAUD INC"" 
        target=""_blank"">BLACKBAUD INC</a>",09227Q100,52020,['CITADEL ADVISORS LLC']
FULCRUM THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price FULCRUM THERAPEUTICS INC"" 
        target=""_blank"">FULCRUM THERAPEUTICS INC</a>",359616109,51975,['CITADEL ADVISORS LLC']
ACV AUCTIONS INC,"<a href=""http://www.google.com/search?q=stock price ACV AUCTIONS INC"" 
        target=""_blank"">ACV AUCTIONS INC</a>",00091G104,51510,['CITADEL ADVISORS LLC']
TURKCELL ILETISIM HIZMETLERI,"<a href=""http://www.google.com/search?q=stock price TURKCELL ILETISIM HIZMETLERI"" 
        target=""_blank"">TURKCELL ILETISIM HIZMETLERI</a>",900111204,51467,['CITADEL ADVISORS LLC']
MOVADO GROUP INC,"<a href=""http://www.google.com/search?q=stock price MOVADO GROUP INC"" 
        target=""_blank"">MOVADO GROUP INC</a>",624580106,51255,['CITADEL ADVISORS LLC']
PIEDMONT OFFICE REALTY TR IN,"<a href=""http://www.google.com/search?q=stock price PIEDMONT OFFICE REALTY TR IN"" 
        target=""_blank"">PIEDMONT OFFICE REALTY TR IN</a>",720190206,51192,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460G815,51072,['CITADEL ADVISORS LLC']
MSA SAFETY INC,"<a href=""http://www.google.com/search?q=stock price MSA SAFETY INC"" 
        target=""_blank"">MSA SAFETY INC</a>",553498106,50649,['CITADEL ADVISORS LLC']
NETSCOUT SYS INC,"<a href=""http://www.google.com/search?q=stock price NETSCOUT SYS INC"" 
        target=""_blank"">NETSCOUT SYS INC</a>",64115T104,50485,['CITADEL ADVISORS LLC']
COMMERCE BANCSHARES INC,"<a href=""http://www.google.com/search?q=stock price COMMERCE BANCSHARES INC"" 
        target=""_blank"">COMMERCE BANCSHARES INC</a>",200525103,50472,['CITADEL ADVISORS LLC']
KRANESHARES TR,"<a href=""http://www.google.com/search?q=stock price KRANESHARES TR"" 
        target=""_blank"">KRANESHARES TR</a>",500767470,50437,['CITADEL ADVISORS LLC']
VANGUARD INTL EQUITY INDEX F,"<a href=""http://www.google.com/search?q=stock price VANGUARD INTL EQUITY INDEX F"" 
        target=""_blank"">VANGUARD INTL EQUITY INDEX F</a>",922042866,50421,['CITADEL ADVISORS LLC']
SONDER HOLDINGS INC,"<a href=""http://www.google.com/search?q=stock price SONDER HOLDINGS INC"" 
        target=""_blank"">SONDER HOLDINGS INC</a>",83542D300,49833,['CITADEL ADVISORS LLC']
PAYCOR HCM INC,"<a href=""http://www.google.com/search?q=stock price PAYCOR HCM INC"" 
        target=""_blank"">PAYCOR HCM INC</a>",70435P102,49657,['CITADEL ADVISORS LLC']
HERON THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price HERON THERAPEUTICS INC"" 
        target=""_blank"">HERON THERAPEUTICS INC</a>",427746102,49300,['CITADEL ADVISORS LLC']
ALERUS FINL CORP,"<a href=""http://www.google.com/search?q=stock price ALERUS FINL CORP"" 
        target=""_blank"">ALERUS FINL CORP</a>",01446U103,49258,['CITADEL ADVISORS LLC']
ACUMEN PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price ACUMEN PHARMACEUTICALS INC"" 
        target=""_blank"">ACUMEN PHARMACEUTICALS INC</a>",00509G209,49152,['CITADEL ADVISORS LLC']
MACROGENICS INC,"<a href=""http://www.google.com/search?q=stock price MACROGENICS INC"" 
        target=""_blank"">MACROGENICS INC</a>",556099109,49062,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460E224,48816,['CITADEL ADVISORS LLC']
SAFETY SHOT INC,"<a href=""http://www.google.com/search?q=stock price SAFETY SHOT INC"" 
        target=""_blank"">SAFETY SHOT INC</a>",48208F105,48789,['CITADEL ADVISORS LLC']
HANCOCK WHITNEY CORPORATION,"<a href=""http://www.google.com/search?q=stock price HANCOCK WHITNEY CORPORATION"" 
        target=""_blank"">HANCOCK WHITNEY CORPORATION</a>",410120109,48590,['CITADEL ADVISORS LLC']
WASHINGTON TR BANCORP INC,"<a href=""http://www.google.com/search?q=stock price WASHINGTON TR BANCORP INC"" 
        target=""_blank"">WASHINGTON TR BANCORP INC</a>",940610108,48570,['CITADEL ADVISORS LLC']
EL POLLO LOCO HLDGS INC,"<a href=""http://www.google.com/search?q=stock price EL POLLO LOCO HLDGS INC"" 
        target=""_blank"">EL POLLO LOCO HLDGS INC</a>",268603107,48510,['CITADEL ADVISORS LLC']
BRAGG GAMING GROUP INC,"<a href=""http://www.google.com/search?q=stock price BRAGG GAMING GROUP INC"" 
        target=""_blank"">BRAGG GAMING GROUP INC</a>",104833306,48480,['CITADEL ADVISORS LLC']
NATIONAL BK HLDGS CORP,"<a href=""http://www.google.com/search?q=stock price NATIONAL BK HLDGS CORP"" 
        target=""_blank"">NATIONAL BK HLDGS CORP</a>",633707104,48347,['CITADEL ADVISORS LLC']
PDF SOLUTIONS INC,"<a href=""http://www.google.com/search?q=stock price PDF SOLUTIONS INC"" 
        target=""_blank"">PDF SOLUTIONS INC</a>",693282105,48210,['CITADEL ADVISORS LLC']
MARCUS & MILLICHAP INC,"<a href=""http://www.google.com/search?q=stock price MARCUS & MILLICHAP INC"" 
        target=""_blank"">MARCUS & MILLICHAP INC</a>",566324109,48048,['CITADEL ADVISORS LLC']
HOULIHAN LOKEY INC,"<a href=""http://www.google.com/search?q=stock price HOULIHAN LOKEY INC"" 
        target=""_blank"">HOULIHAN LOKEY INC</a>",441593100,47964,['CITADEL ADVISORS LLC']
BEYOND AIR INC,"<a href=""http://www.google.com/search?q=stock price BEYOND AIR INC"" 
        target=""_blank"">BEYOND AIR INC</a>",08862L103,47824,['CITADEL ADVISORS LLC']
STEALTHGAS INC,"<a href=""http://www.google.com/search?q=stock price STEALTHGAS INC"" 
        target=""_blank"">STEALTHGAS INC</a>",Y81669106,47804,['CITADEL ADVISORS LLC']
GATOS SILVER INC,"<a href=""http://www.google.com/search?q=stock price GATOS SILVER INC"" 
        target=""_blank"">GATOS SILVER INC</a>",368036109,47742,['CITADEL ADVISORS LLC']
COMTECH TELECOMMUNICATIONS C,"<a href=""http://www.google.com/search?q=stock price COMTECH TELECOMMUNICATIONS C"" 
        target=""_blank"">COMTECH TELECOMMUNICATIONS C</a>",205826209,47208,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460G260,47025,['CITADEL ADVISORS LLC']
DIGIMARC CORP NEW,"<a href=""http://www.google.com/search?q=stock price DIGIMARC CORP NEW"" 
        target=""_blank"">DIGIMARC CORP NEW</a>",25381B101,46956,['CITADEL ADVISORS LLC']
APPLIED THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price APPLIED THERAPEUTICS INC"" 
        target=""_blank"">APPLIED THERAPEUTICS INC</a>",03828A101,46900,['CITADEL ADVISORS LLC']
PROVIDENT FINL SVCS INC,"<a href=""http://www.google.com/search?q=stock price PROVIDENT FINL SVCS INC"" 
        target=""_blank"">PROVIDENT FINL SVCS INC</a>",74386T105,46878,['CITADEL ADVISORS LLC']
ASA GOLD AND PRECIOUS MTLS L,"<a href=""http://www.google.com/search?q=stock price ASA GOLD AND PRECIOUS MTLS L"" 
        target=""_blank"">ASA GOLD AND PRECIOUS MTLS L</a>",G3156P103,46686,['CITADEL ADVISORS LLC']
PROSHARES TR,"<a href=""http://www.google.com/search?q=stock price PROSHARES TR"" 
        target=""_blank"">PROSHARES TR</a>",74347R131,46548,['CITADEL ADVISORS LLC']
REPOSITRAK INC,"<a href=""http://www.google.com/search?q=stock price REPOSITRAK INC"" 
        target=""_blank"">REPOSITRAK INC</a>",700215304,46046,['CITADEL ADVISORS LLC']
INOZYME PHARMA INC,"<a href=""http://www.google.com/search?q=stock price INOZYME PHARMA INC"" 
        target=""_blank"">INOZYME PHARMA INC</a>",45790W108,46008,['CITADEL ADVISORS LLC']
SCHNEIDER NATIONAL INC,"<a href=""http://www.google.com/search?q=stock price SCHNEIDER NATIONAL INC"" 
        target=""_blank"">SCHNEIDER NATIONAL INC</a>",80689H102,45810,['CITADEL ADVISORS LLC']
X4 PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price X4 PHARMACEUTICALS INC"" 
        target=""_blank"">X4 PHARMACEUTICALS INC</a>",98420X103,45782,['CITADEL ADVISORS LLC']
GRINDR INC,"<a href=""http://www.google.com/search?q=stock price GRINDR INC"" 
        target=""_blank"">GRINDR INC</a>",39854F101,45656,['CITADEL ADVISORS LLC']
SMARTRENT INC,"<a href=""http://www.google.com/search?q=stock price SMARTRENT INC"" 
        target=""_blank"">SMARTRENT INC</a>",83193G107,45617,['CITADEL ADVISORS LLC']
GOPRO INC,"<a href=""http://www.google.com/search?q=stock price GOPRO INC"" 
        target=""_blank"">GOPRO INC</a>",38268T103,45457,['CITADEL ADVISORS LLC']
EZCORP INC,"<a href=""http://www.google.com/search?q=stock price EZCORP INC"" 
        target=""_blank"">EZCORP INC</a>",302301106,45448,['CITADEL ADVISORS LLC']
SEANERGY MARITIME HLDGS CORP,"<a href=""http://www.google.com/search?q=stock price SEANERGY MARITIME HLDGS CORP"" 
        target=""_blank"">SEANERGY MARITIME HLDGS CORP</a>",Y73760400,45414,['CITADEL ADVISORS LLC']
HAMILTON LANE INC,"<a href=""http://www.google.com/search?q=stock price HAMILTON LANE INC"" 
        target=""_blank"">HAMILTON LANE INC</a>",407497106,45376,['CITADEL ADVISORS LLC']
FORTRESS BIOTECH INC,"<a href=""http://www.google.com/search?q=stock price FORTRESS BIOTECH INC"" 
        target=""_blank"">FORTRESS BIOTECH INC</a>",34960Q307,45150,['CITADEL ADVISORS LLC']
GRANITE PT MTG TR INC,"<a href=""http://www.google.com/search?q=stock price GRANITE PT MTG TR INC"" 
        target=""_blank"">GRANITE PT MTG TR INC</a>",38741L107,45144,['CITADEL ADVISORS LLC']
RYERSON HLDG CORP,"<a href=""http://www.google.com/search?q=stock price RYERSON HLDG CORP"" 
        target=""_blank"">RYERSON HLDG CORP</a>",783754104,45084,['CITADEL ADVISORS LLC']
INTER & CO INC,"<a href=""http://www.google.com/search?q=stock price INTER & CO INC"" 
        target=""_blank"">INTER & CO INC</a>",G4R20B107,45036,['CITADEL ADVISORS LLC']
CIA ENERGETICA DE MINAS GERA,"<a href=""http://www.google.com/search?q=stock price CIA ENERGETICA DE MINAS GERA"" 
        target=""_blank"">CIA ENERGETICA DE MINAS GERA</a>",204409601,44776,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25490K869,44768,['CITADEL ADVISORS LLC']
BALCHEM CORP,"<a href=""http://www.google.com/search?q=stock price BALCHEM CORP"" 
        target=""_blank"">BALCHEM CORP</a>",057665200,44625,['CITADEL ADVISORS LLC']
ARIS WATER SOLUTIONS INC,"<a href=""http://www.google.com/search?q=stock price ARIS WATER SOLUTIONS INC"" 
        target=""_blank"">ARIS WATER SOLUTIONS INC</a>",04041L106,44467,['CITADEL ADVISORS LLC']
OCUGEN INC,"<a href=""http://www.google.com/search?q=stock price OCUGEN INC"" 
        target=""_blank"">OCUGEN INC</a>",67577C105,44448,['CITADEL ADVISORS LLC']
XOMA CORP DEL,"<a href=""http://www.google.com/search?q=stock price XOMA CORP DEL"" 
        target=""_blank"">XOMA CORP DEL</a>",98419J206,44400,['CITADEL ADVISORS LLC']
AMERANT BANCORP INC,"<a href=""http://www.google.com/search?q=stock price AMERANT BANCORP INC"" 
        target=""_blank"">AMERANT BANCORP INC</a>",023576101,44226,['CITADEL ADVISORS LLC']
ISHARES TR,"<a href=""http://www.google.com/search?q=stock price ISHARES TR"" 
        target=""_blank"">ISHARES TR</a>",46434V514,43894,['CITADEL ADVISORS LLC']
CONMED CORP,"<a href=""http://www.google.com/search?q=stock price CONMED CORP"" 
        target=""_blank"">CONMED CORP</a>",207410101,43804,['CITADEL ADVISORS LLC']
QUIPT HOME MEDICAL CORP,"<a href=""http://www.google.com/search?q=stock price QUIPT HOME MEDICAL CORP"" 
        target=""_blank"">QUIPT HOME MEDICAL CORP</a>",74880P104,43774,['CITADEL ADVISORS LLC']
MARCUS CORP DEL,"<a href=""http://www.google.com/search?q=stock price MARCUS CORP DEL"" 
        target=""_blank"">MARCUS CORP DEL</a>",566330106,43740,['CITADEL ADVISORS LLC']
TELOS CORP MD,"<a href=""http://www.google.com/search?q=stock price TELOS CORP MD"" 
        target=""_blank"">TELOS CORP MD</a>",87969B101,43435,['CITADEL ADVISORS LLC']
ISHARES INC,"<a href=""http://www.google.com/search?q=stock price ISHARES INC"" 
        target=""_blank"">ISHARES INC</a>",464286665,43410,['CITADEL ADVISORS LLC']
AMPCO-PITTSBURG CORP,"<a href=""http://www.google.com/search?q=stock price AMPCO-PITTSBURG CORP"" 
        target=""_blank"">AMPCO-PITTSBURG CORP</a>",032037103,43407,['CITADEL ADVISORS LLC']
CCC INTELLIGENT SOLUTIONS HL,"<a href=""http://www.google.com/search?q=stock price CCC INTELLIGENT SOLUTIONS HL"" 
        target=""_blank"">CCC INTELLIGENT SOLUTIONS HL</a>",12510Q100,43282,['CITADEL ADVISORS LLC']
ABEONA THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price ABEONA THERAPEUTICS INC"" 
        target=""_blank"">ABEONA THERAPEUTICS INC</a>",00289Y206,43086,['CITADEL ADVISORS LLC']
ANNOVIS BIO INC,"<a href=""http://www.google.com/search?q=stock price ANNOVIS BIO INC"" 
        target=""_blank"">ANNOVIS BIO INC</a>",03615A108,43010,['CITADEL ADVISORS LLC']
MESABI TR,"<a href=""http://www.google.com/search?q=stock price MESABI TR"" 
        target=""_blank"">MESABI TR</a>",590672101,42987,['CITADEL ADVISORS LLC']
VANECK ETF TRUST,"<a href=""http://www.google.com/search?q=stock price VANECK ETF TRUST"" 
        target=""_blank"">VANECK ETF TRUST</a>",92189F429,42950,['CITADEL ADVISORS LLC']
TREDEGAR CORP,"<a href=""http://www.google.com/search?q=stock price TREDEGAR CORP"" 
        target=""_blank"">TREDEGAR CORP</a>",894650100,42739,['CITADEL ADVISORS LLC']
PROTALIX BIOTHERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price PROTALIX BIOTHERAPEUTICS INC"" 
        target=""_blank"">PROTALIX BIOTHERAPEUTICS INC</a>",74365A309,42720,['CITADEL ADVISORS LLC']
PROSHARES TR,"<a href=""http://www.google.com/search?q=stock price PROSHARES TR"" 
        target=""_blank"">PROSHARES TR</a>",74347R693,42464,['CITADEL ADVISORS LLC']
QUANTUM SI INC,"<a href=""http://www.google.com/search?q=stock price QUANTUM SI INC"" 
        target=""_blank"">QUANTUM SI INC</a>",74765K105,42210,['CITADEL ADVISORS LLC']
VOYAGER THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price VOYAGER THERAPEUTICS INC"" 
        target=""_blank"">VOYAGER THERAPEUTICS INC</a>",92915B106,42200,['CITADEL ADVISORS LLC']
ESSENT GROUP LTD,"<a href=""http://www.google.com/search?q=stock price ESSENT GROUP LTD"" 
        target=""_blank"">ESSENT GROUP LTD</a>",G3198U102,42192,['CITADEL ADVISORS LLC']
