nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt,investmentDiscretion,votingAuthority,sshPrnamt,sshPrnamtType,cik,filingDate,reportDate,fund_name,figi,putCall,otherManager
CME GROUP INC,COM,12572Q105,15499331,"{'sshPrnamt': '80928', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '80928', 'Shared': '0', 'None': '0'}",80928,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
CONFLUENT INC,NOTE 1/1,20717MAB9,97345847,"{'sshPrnamt': '122900000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '122900000', 'Shared': '0', 'None': '0'}",122900000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
CONFLUENT INC,CLASS A COM,20717M103,7221000,"{'sshPrnamt': '300000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '300000', 'Shared': '0', 'None': '0'}",300000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
CORSAIR PARTNERING CORP,UNIT 99/99/9999,G2540H124,5135555,"{'sshPrnamt': '500054', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500054', 'Shared': '0', 'None': '0'}",500054,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
CSX CORP,COM,126408103,10882681,"{'sshPrnamt': '363483', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '363483', 'Shared': '0', 'None': '0'}",363483,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
DARLING INGREDIENTS INC,COM,237266101,5256000,"{'sshPrnamt': '90000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '90000', 'Shared': '0', 'None': '0'}",90000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
DIGITALOCEAN HLDGS INC,NOTE 12/0,25402DAB8,162277766,"{'sshPrnamt': '206518000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '206518000', 'Shared': '0', 'None': '0'}",206518000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
DIGITALOCEAN HLDGS INC,COM,25402D102,11751000,"{'sshPrnamt': '300000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '300000', 'Shared': '0', 'None': '0'}",300000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
DISCOVER FINL SVCS,COM,254709108,24710000,"{'sshPrnamt': '250000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '250000', 'Shared': '0', 'None': '0'}",250000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
DISCOVER FINL SVCS,COM,254709108,5189100,"{'sshPrnamt': '52500', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '52500', 'Shared': '0', 'None': '0'}",52500,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
DISH NETWORK CORPORATION,NOTE 12/1,25470MAF6,66027151,"{'sshPrnamt': '123150000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '123150000', 'Shared': '0', 'None': '0'}",123150000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
DISH NETWORK CORPORATION,CL A,25470M109,18660000,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
DISNEY WALT CO,COM,254687106,4646032,"{'sshPrnamt': '46400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '46400', 'Shared': '0', 'None': '0'}",46400,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
DOORDASH INC,CL A,25809K105,4199727,"{'sshPrnamt': '66075', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '66075', 'Shared': '0', 'None': '0'}",66075,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ENERGY TRANSFER L P,COM UT LTD PTN,29273V100,5957543,"{'sshPrnamt': '477750', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '477750', 'Shared': '0', 'None': '0'}",477750,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ENTERPRISE PRODS PARTNERS L,COM,293792107,4921000,"{'sshPrnamt': '190000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '190000', 'Shared': '0', 'None': '0'}",190000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
EQUITRANS MIDSTREAM CORP,COM,294600101,775676,"{'sshPrnamt': '134200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '134200', 'Shared': '0', 'None': '0'}",134200,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ETSY INC,NOTE 0.125%10/0,29786AAJ5,20098730,"{'sshPrnamt': '14000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '14000000', 'Shared': '0', 'None': '0'}",14000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FASTLY INC,NOTE 3/1,31188VAB6,29049339,"{'sshPrnamt': '36195000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '36195000', 'Shared': '0', 'None': '0'}",36195000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FASTLY INC,CL A,31188V100,17760000,"{'sshPrnamt': '1000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1000000', 'Shared': '0', 'None': '0'}",1000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
FASTLY INC,CL A,31188V100,21756000,"{'sshPrnamt': '1225000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1225000', 'Shared': '0', 'None': '0'}",1225000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FIGS INC,CL A,30260D103,12380000,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FIRST HORIZON CORPORATION,COM,320517105,129962679,"{'sshPrnamt': '7309487', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '7309487', 'Shared': '0', 'None': '0'}",7309487,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FIVE9 INC,NOTE 0.500% 6/0,338307AD3,22569466,"{'sshPrnamt': '23980000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '23980000', 'Shared': '0', 'None': '0'}",23980000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FIVE9 INC,COM,338307101,50603000,"{'sshPrnamt': '700000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '700000', 'Shared': '0', 'None': '0'}",700000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
FMC CORP,COM NEW,302491303,5961287,"{'sshPrnamt': '48811', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '48811', 'Shared': '0', 'None': '0'}",48811,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FOCUS FINL PARTNERS INC,COM CL A,34417P100,28967372,"{'sshPrnamt': '558461', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '558461', 'Shared': '0', 'None': '0'}",558461,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FORD MTR CO DEL,COM,345370860,12600000,"{'sshPrnamt': '1000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1000000', 'Shared': '0', 'None': '0'}",1000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
FORTIVE CORP,COM,34959J108,11722172,"{'sshPrnamt': '171955', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '171955', 'Shared': '0', 'None': '0'}",171955,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FRESHPET INC,COM,358039105,6824917,"{'sshPrnamt': '103111', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '103111', 'Shared': '0', 'None': '0'}",103111,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
FRESHWORKS INC,CLASS A COM,358054104,21898214,"{'sshPrnamt': '1425665', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1425665', 'Shared': '0', 'None': '0'}",1425665,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
GOLDMAN SACHS GROUP INC,COM,38141G104,747119,"{'sshPrnamt': '2284', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2284', 'Shared': '0', 'None': '0'}",2284,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
HDFC BANK LTD,SPONSORED ADS,40415F101,787906,"{'sshPrnamt': '11818', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '11818', 'Shared': '0', 'None': '0'}",11818,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
HORIZON THERAPEUTICS PUB L,SHS,G46188101,138935220,"{'sshPrnamt': '1273000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1273000', 'Shared': '0', 'None': '0'}",1273000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
HORIZON THERAPEUTICS PUB L,SHS,G46188101,359267161,"{'sshPrnamt': '3291801', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '3291801', 'Shared': '0', 'None': '0'}",3291801,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ICICI BANK LIMITED,ADR,45104G104,929300,"{'sshPrnamt': '43063', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '43063', 'Shared': '0', 'None': '0'}",43063,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
INDIE SEMICONDUCTOR INC,CLASS A COM,45569U101,34211667,"{'sshPrnamt': '3242812', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '3242812', 'Shared': '0', 'None': '0'}",3242812,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
INFOSYS LTD,SPONSORED ADR,456788108,440273,"{'sshPrnamt': '25245', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '25245', 'Shared': '0', 'None': '0'}",25245,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
INTERACTIVE BROKERS GROUP IN,COM CL A,45841N107,19847424,"{'sshPrnamt': '240400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '240400', 'Shared': '0', 'None': '0'}",240400,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
INTERPUBLIC GROUP COS INC,COM,460690100,18620000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
INTERPUBLIC GROUP COS INC,COM,460690100,3724000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
INTUIT,COM,461202103,31392674,"{'sshPrnamt': '70414', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '70414', 'Shared': '0', 'None': '0'}",70414,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
INVESCO QQQ TR,UNIT SER 1,46090E103,105906900,"{'sshPrnamt': '330000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '330000', 'Shared': '0', 'None': '0'}",330000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
IROBOT CORP,COM,462726100,8728000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
IROBOT CORP,COM,462726100,44,"{'sshPrnamt': '1', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1', 'Shared': '0', 'None': '0'}",1,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES INC,MSCI EMRG CHN,46434G764,22691800,"{'sshPrnamt': '460000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '460000', 'Shared': '0', 'None': '0'}",460000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES TR,MSCI EMG MKT ETF,464287234,39460000,"{'sshPrnamt': '1000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1000000', 'Shared': '0', 'None': '0'}",1000000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
ISHARES TR,MSCI EMG MKT ETF,464287234,1973000,"{'sshPrnamt': '50000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '50000', 'Shared': '0', 'None': '0'}",50000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES TR,CHINA LG-CAP ETF,464287184,14765000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
ISHARES TR,CHINA LG-CAP ETF,464287184,5906000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES TR,IBOXX HI YD ETF,464288513,188875000,"{'sshPrnamt': '2500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2500000', 'Shared': '0', 'None': '0'}",2500000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
ISHARES TR,IBOXX HI YD ETF,464288513,7555000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES TR,RUSSELL 2000 ETF,464287655,33263215,"{'sshPrnamt': '186453', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '186453', 'Shared': '0', 'None': '0'}",186453,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES TR,IBOXX INV CP ETF,464287242,265627778,"{'sshPrnamt': '2423390', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2423390', 'Shared': '0', 'None': '0'}",2423390,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ISHARES TR,NATIONAL MUN ETF,464288414,26008436,"{'sshPrnamt': '241400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '241400', 'Shared': '0', 'None': '0'}",241400,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
ITAU UNIBANCO HLDG S A,SPON ADR REP PFD,465562106,586095,"{'sshPrnamt': '120348', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '120348', 'Shared': '0', 'None': '0'}",120348,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
JD.COM INC,SPON ADR CL A,47215P106,8778000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
JD.COM INC,SPON ADR CL A,47215P106,8778000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
KRANESHARES TR,CSI CHI INTERNET,500767306,25507837,"{'sshPrnamt': '817821', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '817821', 'Shared': '0', 'None': '0'}",817821,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LAUDER ESTEE COS INC,CL A,518439104,39211047,"{'sshPrnamt': '159097', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '159097', 'Shared': '0', 'None': '0'}",159097,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LIBERTY BROADBAND CORP,COM SER C,530307305,113554258,"{'sshPrnamt': '1389893', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1389893', 'Shared': '0', 'None': '0'}",1389893,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LIBERTY MEDIA CORP DEL,COM A SIRIUSXM,531229409,3273890,"{'sshPrnamt': '116550', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '116550', 'Shared': '0', 'None': '0'}",116550,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LIVONGO HEALTH INC,NOTE 0.875% 6/0,539183AA1,17700000,"{'sshPrnamt': '20000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '20000000', 'Shared': '0', 'None': '0'}",20000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LPL FINL HLDGS INC,COM,50212V100,35803548,"{'sshPrnamt': '176895', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '176895', 'Shared': '0', 'None': '0'}",176895,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LUCID GROUP INC,COM,549498103,3216000,"{'sshPrnamt': '400000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '400000', 'Shared': '0', 'None': '0'}",400000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Put,
LUMENTUM HLDGS INC,NOTE 0.500% 6/1,55024UAF6,61924080,"{'sshPrnamt': '80500000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '80500000', 'Shared': '0', 'None': '0'}",80500000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LUMENTUM HLDGS INC,NOTE 0.500%12/1,55024UAD1,73621790,"{'sshPrnamt': '84000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '84000000', 'Shared': '0', 'None': '0'}",84000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
LYFT INC,NOTE 1.500% 5/1,55087PAB0,99309598,"{'sshPrnamt': '112000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '112000000', 'Shared': '0', 'None': '0'}",112000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
MAGELLAN MIDSTREAM PRTNRS LP,COM UNIT RP LP,559080106,4433042,"{'sshPrnamt': '81700', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '81700', 'Shared': '0', 'None': '0'}",81700,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
MICROSTRATEGY INC,NOTE 2/1,594972AE1,53385851,"{'sshPrnamt': '98735000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '98735000', 'Shared': '0', 'None': '0'}",98735000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
MICROSTRATEGY INC,NOTE 0.750%12/1,594972AC5,88550323,"{'sshPrnamt': '95642000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '95642000', 'Shared': '0', 'None': '0'}",95642000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
MICROSTRATEGY INC,CL A NEW,594972408,8769600,"{'sshPrnamt': '30000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '30000', 'Shared': '0', 'None': '0'}",30000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
NATIONAL ENERGY SERVICES REU,SHS,G6375R107,474515,"{'sshPrnamt': '90212', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '90212', 'Shared': '0', 'None': '0'}",90212,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NCL CORP LTD,NOTE 2.500% 2/1,62886HBK6,45139511,"{'sshPrnamt': '59750000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '59750000', 'Shared': '0', 'None': '0'}",59750000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NCL CORP LTD,NOTE 5.375% 8/0,62886HAX9,82273038,"{'sshPrnamt': '76000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '76000000', 'Shared': '0', 'None': '0'}",76000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NETFLIX INC,COM,64110L106,12091800,"{'sshPrnamt': '35000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '35000', 'Shared': '0', 'None': '0'}",35000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NIKE INC,CL B,654106103,20446541,"{'sshPrnamt': '166720', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '166720', 'Shared': '0', 'None': '0'}",166720,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NIO INC,NOTE 2/0,62914VAE6,107239538,"{'sshPrnamt': '115308000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '115308000', 'Shared': '0', 'None': '0'}",115308000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NIO INC,NOTE 0.500% 2/0,62914VAF3,20195989,"{'sshPrnamt': '25330000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '25330000', 'Shared': '0', 'None': '0'}",25330000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NORFOLK SOUTHN CORP,COM,655844108,5739900,"{'sshPrnamt': '27075', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '27075', 'Shared': '0', 'None': '0'}",27075,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
NORWEGIAN CRUISE LINE HLDG L,SHS,G66721104,5380000,"{'sshPrnamt': '400000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '400000', 'Shared': '0', 'None': '0'}",400000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
OKTA INC,NOTE 0.125% 9/0,679295AD7,139153083,"{'sshPrnamt': '152196000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '152196000', 'Shared': '0', 'None': '0'}",152196000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
OKTA INC,NOTE 0.375% 6/1,679295AF2,82238773,"{'sshPrnamt': '95500000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '95500000', 'Shared': '0', 'None': '0'}",95500000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
OKTA INC,CL A,679295105,43120000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
PDD HOLDINGS INC,SPONSORED ADS,722304102,30360000,"{'sshPrnamt': '400000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '400000', 'Shared': '0', 'None': '0'}",400000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
PELOTON INTERACTIVE INC,NOTE 2/1,70614WAB6,88525509,"{'sshPrnamt': '116476000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '116476000', 'Shared': '0', 'None': '0'}",116476000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
PERMIAN RESOURCES CORP,CLASS A COM,71424F105,1050000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
PETROLEO BRASILEIRO SA PETRO,SPONSORED ADR,71654V408,586197,"{'sshPrnamt': '56203', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '56203', 'Shared': '0', 'None': '0'}",56203,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
PETROLEO BRASILEIRO SA PETRO,SP ADR NON VTG,71654V101,213505,"{'sshPrnamt': '23007', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '23007', 'Shared': '0', 'None': '0'}",23007,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
PIEDMONT LITHIUM INC,COM,72016P105,900750,"{'sshPrnamt': '15000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '15000', 'Shared': '0', 'None': '0'}",15000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
PNC FINL SVCS GROUP INC,COM,693475105,12710000,"{'sshPrnamt': '100000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '100000', 'Shared': '0', 'None': '0'}",100000,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,Call,
PROTERRA INC,COM,74374T109,3519106,"{'sshPrnamt': '2315201', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2315201', 'Shared': '0', 'None': '0'}",2315201,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
QUALCOMM INC,COM,747525103,13312973,"{'sshPrnamt': '104350', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '104350', 'Shared': '0', 'None': '0'}",104350,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
RAPID7 INC,NOTE 0.250% 3/1,753422AF1,35090249,"{'sshPrnamt': '40000000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '40000000', 'Shared': '0', 'None': '0'}",40000000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
REGAL REXNORD CORPORATION,COM,758750103,5221787,"{'sshPrnamt': '37105', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '37105', 'Shared': '0', 'None': '0'}",37105,SH,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
RINGCENTRAL INC,NOTE 3/0,76680RAF4,111826000,"{'sshPrnamt': '126500000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '126500000', 'Shared': '0', 'None': '0'}",126500000,PRN,1029160,2023-05-12,2023-03-31,SOROS FUND MANAGEMENT LLC,,,
